Nr. crt.,Cod LMI,Denumire,Localitate,Adresă,Datare
521,SJ-II-m-B-05137,"Biserica fostei mănăstiri benedictine, azi biserică reformată",sat UILEACU ŞIMLEULUI; comuna MĂIERIŞTE,46,"1260 - 1300, ref. sec.XVIII"
522,SJ-II-m-A-05138,"Biserica de lemn ""Naşterea Maicii Domnului”",sat aparţinător ULCIUG; oraş CEHU SILVANIEI,210,sec. XVIII
523,SJ-II-m-B-05139,Biserica reformată,sat VALCĂU DE JOS; comuna VALCĂU DE JOS,228,1896
524,SJ-II-m-B-05140,"Biserica de lemn ""Sf. Apostoli Petru şi Pavel”",sat aparţinător VAR; oraş JIBOU,72,înc.sec. XVIII
525,SJ-II-m-A-05141,"Biserica de lemn ""Adormirea Maicii Domnului”",sat VĂDURELE; comuna NĂPRADEA,89,sec. XVII
526,SJ-II-m-A-05142,"Biserica de lemn ""Sf. Arhangheli Mihail şi Gavriil”",sat VOIVODENI; comuna DRAGU,194,1820
527,SJ-II-m-B-05143,"Biserica de lemn ""Sf. Arhangheli Mihail şi Gavriil”",sat ZALNOC; comuna BOBOTA,94A,cca. 1700
528,SJ-II-m-B-05144,Biserica reformată,sat ZĂUAN; comuna IP,162,"1680, turnul din 1784"
529,SJ-II-m-B-05145,"Conac, azi dispensar",sat ZĂUAN; comuna IP,185,sec. XIX
530,SJ-II-m-B-05146,Clădire publică,sat ZĂUAN; comuna IP,330,sec. XIX
531,SJ-II-a-B-05147,Ansamblul conacului Zsombory,sat ZIMBOR; comuna ZIMBOR,34,sec. XIX
532,SJ-II-m-B-05147.01,Conacul Zsombory,sat ZIMBOR; comuna ZIMBOR,34,sec. XIX
533,SJ-II-s-B-05147.02,Parcul conacului Zsombory,sat ZIMBOR; comuna ZIMBOR,34,sec. XIX
534,SJ-II-m-A-05148,"Biserica de lemn ""Adormirea Maicii Domnului”",sat ZIMBOR; comuna ZIMBOR,54,1643
535,SJ-II-a-B-05149,Ansamblul bisericii reformate,sat ZIMBOR; comuna ZIMBOR,125,"sec. XV, adăugiri sec. XVIII"
536,SJ-II-m-B-05149.01,Biserica reformată,sat ZIMBOR; comuna ZIMBOR,125,"sec. XV, adăugiri sec. XVIII"
537,SJ-II-m-B-05149.02,Clopotniţa de lemn,sat ZIMBOR; comuna ZIMBOR,125,sec. XVII
538,SJ-III-m-B-05150,Bustul lui Simion Bărnuţiu,municipiul ZALĂU,"Piaţa 1 Decembrie 1918 12, în faţa Prefecturii Sălaj",
539,SJ-III-m-B-05151,Monumentul Wesselenyi,municipiul ZALĂU,"Piaţa Maniu Iuliu, flancat de clădirea „Transilvania”, Primăria municipiului Zalău şi clădirea DJCCPCN Sălaj",1902
540,SJ-III-m-B-05152,Statuia de piatră a Maicii Domnului,sat BENESAT; comuna BENESAT,"14, în curtea casei nr. 14",1822
541,SJ-III-m-B-05153,Fântână de piatră,oraş CEHU SILVANIEI,Str. Cetăţii 35,sec. XVI
542,SJ-III-m-B-05155,Monument comemorativ locul luptei lui Mihai Viteazul din august 1601,pe sat GURUSLĂU; comuna HERECLEAN,"La 5 Km de sat, pe Dealul lui Mihai",1976
543, SJ-III-m-B-05154, Bustul lui Simion Bărnuţiu, oraş ŞIMLEU SILVANIEI," Str. 1 Decembrie 1918 49, în curtea Liceului ""Simion Bărnuţiu""",
544,SJ-IV-m-B-05156,Mormântul şi monumentul lui Simion Bărnuţiu,sat BOCŞA; comuna BOCŞA,49,sec.XIX
545,SJ-IV-m-B-05157,Monument amintind foametea din 1814,sat ILEANDA; comuna ILEANDA,La aprox. 1 km de sat,1849
546,SJ-IV-m-A-05075.08,Criptă-ruine,oraş JIBOU,Str. Wesselenyi Miklos 16,1779 - 1810
