Nr. crt.,Cod LMI,Denumire,Localitate,Adresă,Datare
715,CJ-II-a-A-07244,"Ansamblul urban ""Centrul oraşului Cluj""",istoric al municipiul CLUJ- NAPOCA,"Zonă delimitată de: Gara Cluj, limita nordică a peronului, fontul nordic al str. Căii Ferate, podul feroviar peste Someş, str.Răsăritului până la str. Ecaterina Varga, str.Ecaterina Varga, frontul estic, str. Petrila, frontul sudic de la nr.14 la Parcul Feroviarilor limita estică, Parcul Feroviarilor limita sudică, malul stâng al Someşului între Str. Deltei şi Str. Spitalului, Decebal, de la nr 105 la nr. latura sudică a parcelei, str. Decebal nr. 50, latura sudică, Str. Traian nr.41, frontul vestic al Str. Traian de la nr. 41 la 11, latura sudică a parcelei Traian nr.14, traversare Someş, str. Iaşilor frontul nordic de nr. 23 pană la str. Constanţa, Constanţa frontul vestic de 39 la nr 13, frontul nordic Bălcescu nr 1-15, limita estică parcelei str. Bălcescu nr 6, Argeş, frontul nordic de la la nr 21, str. Paris, frontul de la nr 7 până la nr 21 Decembrie, str. Piteşti, frontul vestic, între Str. 21 Decembrie Str. Dobrogeanu Gherea, parcelelor Str. Dorobanţilor 23-35, str. Năvodari frontul","sec. XIV - XIX 2,, str. 47şi nr. str. la str. la nr. al str. a str. nr 9 vestic şi fundul nr."
716,CJ-II-a-B-07415,"Ansamblul urban ""Piaţa Mihai Viteazul""",municipiul CLUJ- NAPOCA,"Zona delimitată de: limita vestică a parcelei din piaţa Mihai Viteazul nr.1, str. Doja nr.38 până la Someş , cheiul",sec. XVIII - XIX
717,CJ-II-m-B-07306,Biserica şi casa parohială Evanghelică,municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 1,1816 - 1822
718,CJ-II-m-B-07246,Hotel Melody,municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 2 Piaţa Unirii nr.29,şi sec. XVI - XIX
719,CJ-II-m-B-07247,Casă,municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 3,sec. XV - XVI
720,CJ-II-m-B-07248,Casă,municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 4,sec. XVI - XIX
721,CJ-II-m-B-07249,"Colegiul unitarian, azi Liceul",sanitar municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 7,sec. XVIII - XIX
722,CJ-II-m-B-07250,"Liceul ""Brassai""",municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 9,sec. XIX
723,CJ-II-m-B-07251,Biserica unitariană,municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 9,sec. XVIII
724,CJ-II-m-B-07252,Casa profesorilor unitarieni,municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 10 str.Bolyai Janos nr.10,şi sec. XVIII - XIX
725,CJ-II-m-B-07253,Casă,municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 12,sec. XVIII - XIX
726,CJ-II-m-B-07254,Reşedinţa episcopului unitarian,municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 14,sec. XV - XIX
727,CJ-II-m-B-07255,Casa parohială a bisericii,unitariene municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 16-18,sec. XVIII
728,CJ-II-m-B-07256,Sediul P.S.D.,municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 19,sec. XVIII - XIX
729,CJ-II-m-B-07257,Casă,municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 20,sec. XIX
730,CJ-II-m-B-07258,"Sediul Redacţiei revistei ""Korunk” în perioada interbelică",municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 20,sec. XIX
731,CJ-II-m-B-07259,Casă,municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 24,sec. XIX
732,CJ-II-m-B-07260,Casă,municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 28,sec. XVII - XVIII
733,CJ-II-m-B-07261,Casă cu portal,municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 32,1559
734,CJ-II-m-B-07262,Casă,municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 34,1920
735,CJ-II-m-B-07263,Casă,municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 36,sec. XIX
736,CJ-II-m-B-07264,Biserica reformată,municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 41,1821 - 1859
737,CJ-II-m-B-07265,Casă,municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 44,sec. XVI - XVIII
738,CJ-II-m-B-07266,Casă,municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 48,sec. XVIII
739,CJ-II-m-B-07267,Prefectura Cluj-Napoca,municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 59 Piaţa Avram Iancu nr.12,şi 1910
740,CJ-II-m-B-07268,"Cazarmă, azi unitate militară",municipiul CLUJ- NAPOCA,Bd. 21 Decembrie 1989 106,sec. XIX
741,CJ-II-m-B-07245,"Biserica romano-catolică Petru""","""Sf. municipiul CLUJ- NAPOCA",Bd. 21 Decembrie 1989 136 138,- sec. XIV - XIX
742,CJ-II-m-B-07269,Casă,municipiul CLUJ- NAPOCA,"Str. Baba Novac 8, Bd. Eroilor 51",nr sec. XVIII
743,CJ-II-m-A-07242.06,Fragment din zidul celei de incinte a oraşului medieval,a doua municipiul CLUJ- NAPOCA,Str. Baba Novac 15,1406
744,CJ-II-m-A-07271,Bastionul Bethlen (fost Turnul Croitorilor),municipiul CLUJ- NAPOCA,Str. Baba Novac 35,"sec. XV - XVII, ref.sec. XIX"
745,CJ-II-m-B-07272,Clinicile de neurologie şi psihiatrie infantilă,neuro- municipiul CLUJ- NAPOCA,Str. Babeş Victor 43,1900
746,CJ-II-m-B-07273,Casă,municipiul CLUJ- NAPOCA,Str. Bariţiu George 2,1900
747,CJ-II-m-A-07241.02,Fragment din zidul roman de zidul primei incinte medievale,suprapus municipiul CLUJ- NAPOCA,Str. Bariţiu George 25,sec. XIII - XVI
748,CJ-II-m-B-07274,Institutul Politehnic,municipiul CLUJ- NAPOCA,Str. Bariţiu George 25,1894
749,CJ-II-m-B-07275,Institutul Politehnic,municipiul CLUJ- NAPOCA,Str. Bariţiu George 28,1895
750,CJ-II-m-B-07276,"Biserica ""Sf. Treime”, din",Deal municipiul CLUJ- NAPOCA,Str. Bisericii Ortodoxe 10,sec. XVIII
751,CJ-II-m-B-07277,"Biserica ""Învierea Domnului”,",Bob municipiul CLUJ- NAPOCA,Str. Bob 5,1800 - 1803
752,CJ-II-m-B-07278,Casa în care s-a născut Bolyai,János municipiul CLUJ- NAPOCA,Str. Bolyai János 1 şi Bd.Eroilor nr.9,sec. XV - XIX
753,CJ-II-m-B-07279,Casă,municipiul CLUJ- NAPOCA,Str. Bolyai János 2 şi str.Eroilor nr.11,sec. XV - XIX
754,CJ-II-m-B-07280,Casă,municipiul CLUJ- NAPOCA,Str. Bolyai János 2-4,sec. XV - XIX
755,CJ-II-m-B-07281,Casă,municipiul CLUJ- NAPOCA,Str. Borzeşti 1,1901
756,CJ-II-m-B-07282,Casă stil baroc,municipiul CLUJ- NAPOCA,Str. Brătianu I.C. 6,sec. XVIII
757,CJ-II-m-B-07283,Casă stil baroc,municipiul CLUJ- NAPOCA,Str. Brătianu I.C. 8,sec. XVIII
758,CJ-II-m-B-07284,Casă,municipiul CLUJ- NAPOCA,Str. Brătianu I.C. 10,sec. XIX
759,CJ-II-m-A-07285,"Palatul Tholdalagy-Korda, Universitatea ""Babeş-Bolyai"" administraţia tehnică",azi municipiul CLUJ- - NAPOCA,Str. Brătianu I.C. 14,sec. XIX
760,CJ-II-m-B-07286,Casă,municipiul CLUJ- NAPOCA,Str. Brătianu I.C. 16,sec. XVIII
761,CJ-II-m-B-07287,Casă,municipiul CLUJ- NAPOCA,Str. Brătianu I.C. 18,sec. XVIII
762,CJ-II-m-B-07288,"""Casa Beldi"", azi clădire administrativă",municipiul CLUJ- NAPOCA,Str. Brătianu I.C. 22,sec. XVIII
763,CJ-II-m-B-07289,Casă,municipiul CLUJ- NAPOCA,Str. Brătianu I.C. 24,sec. XVIII
764,CJ-II-m-A-07290,Casa Aurarului,municipiul CLUJ- NAPOCA,Str. Brătianu I.C. 27,sec. XVIII
765,CJ-II-m-B-07291,Casă,municipiul CLUJ- NAPOCA,Str. Brătianu I.C. 34,sec. XIX
766,CJ-II-m-B-07292,Casa Kós Károly,municipiul CLUJ- NAPOCA,Str. Breaza 14,1900
767,CJ-II-m-B-07293,Moara veche de hârtie,municipiul CLUJ- NAPOCA,Str. Calvaria 32,sec. XVIII
768,CJ-II-m-B-07294,Casă,municipiul CLUJ- NAPOCA,Str. Clemenceau Georges,1 sec. XVII - XVIII
769,CJ-II-m-B-07295,Casă cu elemente de Renaştere,municipiul CLUJ- NAPOCA,Str. Clemenceau Georges,3 sec. XVI
770,CJ-II-m-B-07296,Biblioteca Centrală Universitară,municipiul CLUJ- NAPOCA,Str. Clinicilor 2,1906 - 1908
