Nr. crt.,Cod LMI,Denumire,Localitate,Adresă,Datare
407,DJ-II-m-B-08208,"Biserica ""Sf. Arhanghel Mihail”",sat BRĂDEŞTII BĂTRÂNI; comuna BRĂDEŞTI,,"1751, pe locul uneia de lemn din 1651"
408,DJ-II-m-B-08209,"Biserica ""Sf. Nicolae”",sat BREASTA; comuna BREASTA,în fostul sat Creţeşti,1782 - 1784
409,DJ-II-m-B-08210,"Biserica ""Sf. Nicolae”",sat BUCOVĂŢ; comuna BUCOVĂŢ,,1842
410,DJ-II-m-B-08211,"Biserica ""Adormirea Maicii Domnului”",sat BULZEŞTI; comuna BULZEŞTI,,ante 1831
411,DJ-II-m-B-08212,"Biserica ""Sf. Mucenic Gheorghe”",oraş CALAFAT,Cartierul Ciupercenii Vechi - în Spitalului Municipal Calafat,curtea 1856
412,DJ-II-m-B-08213,Palatul Marincu,oraş CALAFAT,Str. 22 Decembrie 6,1904 - 1907
413,DJ-II-m-B-08214,"Biserica ""Izvorul Tămăduirii”",oraş CALAFAT,Str. Stere Constantin C. 41,sf. sec. XIX
414,DJ-II-m-B-08215,"Biserica ""Sf. Nicolae”",oraş CALAFAT,"Str. Traian 25, cartier Basarabi",sec. XIX
415,DJ-II-m-B-08216,"Biserica ""Adormirea Maicii Domnului”",oraş CALAFAT,Str. Vladimirescu Tudor 50,1869
416,DJ-II-m-B-08217,"Biserica ""Sf. Ilie”",sat CALOPĂR; comuna CALOPĂR,,"1803, modif. 1895"
417,DJ-II-m-B-08218,"Biserica ""Sf. Nicolae”",sat CARAULA; comuna CARAULA,,"ante 1845, ref. 1881- 1892"
418,DJ-II-m-B-08219,"Biserica ""Sf. Ioan Botezătorul”",sat CARPEN; comuna CARPEN,,1832
419,DJ-II-m-B-08220,"Biserica ""Sf. Nicolae”",sat CARPEN; comuna CARPEN,,1821
420,DJ-II-m-B-08221,"Biserica ""Sf. Dumitru”",sat CASTRANOVA; comuna CASTRANOVA,,"sec. XVIII, ref. 1888"
421,DJ-II-m-B-08222,"Biserica ""Sf. Voievozi”",sat CASTRANOVA; comuna CASTRANOVA,,1869
422,DJ-II-m-B-08223,"Biserica ""Sf. Nicolae”",sat CASTRANOVA; comuna CASTRANOVA,,1858
